Selling Price,Transmission,Mileage,Fuel,Road Tax,Efficiency (mpg),Engine Size ,Age of Car
11400,Automatic,10266,Petrol,125,51.4,1,4
14999,Automatic,15500,Petrol,240,38.2,1.5,3
11695,Manual,28543,Petrol,125,51.4,1.5,3
12689,Automatic,12369,Petrol,145,46.3,1.5,4
12289,Semi-Auto,18134,Petrol,125,51.4,1,3
9689,Semi-Auto,33090,Petrol,0,57.7,1,3
10995,Semi-Auto,42384,Diesel,160,47.1,2,5
20990,Manual,1451,Petrol,145,50.4,1,1
15790,Manual,2159,Petrol,145,55.4,1,1
12290,Manual,10606,Petrol,145,65.7,1,2
13490,Manual,14173,Diesel,145,64.2,1.5,3
15490,Manual,5000,Petrol,145,60.1,1,1
10499,Semi-Auto,10295,Diesel,30,58.9,1.5,3
6990,Manual,42708,Diesel,0,88.3,1.5,4
20000,Manual,9775,Petrol,145,41.5,2,2
11900,Semi-Auto,7560,Petrol,125,51.4,1,3
15200,Semi-Auto,13879,Petrol,145,48.7,1,2
18490,Manual,1421,Petrol,145,49.6,1,0
19490,Manual,877,Petrol,145,58.9,1,0
16490,Manual,2873,Petrol,145,58.9,1,0
10790,Manual,12903,Petrol,150,65.7,1,3
14990,Semi-Auto,43750,Diesel,145,54.3,2,3
12200,Manual,22350,Petrol,145,62.8,1,2
13300,Manual,23144,Petrol,150,54.3,1,2
17000,Semi-Auto,6450,Petrol,145,48.7,1,1
15550,Manual,7559,Petrol,145,55.4,1,1
12500,Semi-Auto,8593,Petrol,125,51.4,1,3
11100,Automatic,11306,Petrol,0,57.7,1,4
11499,Manual,9122,Petrol,20,61.4,1,3
11499,Manual,12172,Petrol,30,54.3,1,3
17495,Manual,8151,Diesel,125,56.5,2,4
10795,Automatic,3790,Petrol,145,47.9,1.6,4
13295,Manual,26451,Petrol,145,60.1,1,2
9985,Manual,27400,Petrol,145,52.3,1,3
11500,Manual,14310,Petrol,150,65.7,1,2
14200,Manual,25059,Petrol,145,40.3,1.5,2
10500,Manual,7555,Petrol,145,65.7,1,2
10450,Semi-Auto,20183,Petrol,145,47.9,1.6,3
13500,Automatic,44785,Diesel,125,56.6,1.5,4
13200,Automatic,14079,Diesel,125,56.6,1.5,5
8800,Manual,15923,Diesel,30,64.2,1.5,4
13900,Manual,6483,Petrol,145,54.3,1,2
20300,Manual,8038,Diesel,145,39.2,2,1
6600,Manual,38783,Petrol,0,65.7,1,5
16350,Semi-Auto,9132,Petrol,150,48.7,1,1
10299,Manual,2650,Petrol,145,65.7,1,3
23750,Manual,1400,Petrol,145,50.4,1,1
26995,Manual,3500,Diesel,145,50.4,2,1
17900,Manual,1500,Petrol,145,51.4,1,1
16199,Semi-Auto,9348,Petrol,150,44.1,1,2
15900,Manual,3108,Petrol,145,52.3,1,1
18800,Manual,9899,Petrol,145,39.2,1.5,1
9995,Manual,20710,Petrol,145,65.7,1,3
8879,Manual,33746,Diesel,125,60.1,1.6,5
19900,Manual,2000,Petrol,145,34.4,1.5,1
22500,Manual,12000,Diesel,145,39.2,2,2
8900,Manual,12276,Petrol,145,47.9,1.2,2
11200,Manual,14300,Petrol,145,65.7,1,2
12900,Manual,2569,Petrol,145,58.9,1,1
23000,Manual,4193,Diesel,145,39.2,2,1
9500,Manual,28452,Petrol,145,44.8,1.5,3
24000,Manual,6011,Petrol,145,35.3,1.5,1
22000,Automatic,9041,Diesel,145,53.3,2,2
10000,Manual,17559,Petrol,0,65.7,1,3
8124,Manual,35869,Petrol,0,65.7,1,4
9995,Manual,50640,Petrol,20,62.8,1,4
10495,Manual,24461,Petrol,20,60.1,1,4
8495,Manual,24803,Petrol,30,54.3,1.2,6
13995,Manual,12449,Petrol,145,57.7,1,2
7499,Manual,15546,Diesel,0,76.4,1.5,7
9250,Manual,51552,Diesel,0,74.3,1.5,4
6724,Manual,27026,Petrol,125,54.3,1.2,5
10500,Semi-Auto,34753,Diesel,20,64.2,1.5,4
10500,Semi-Auto,19733,Petrol,145,47.9,1.6,3
9000,Semi-Auto,9913,Petrol,160,44.1,1.6,4
9000,Semi-Auto,26806,Petrol,160,44.1,1.6,3
18500,Automatic,11857,Petrol,235,38.2,2,3
18000,Manual,27315,Diesel,125,56.5,2,4
18000,Manual,11081,Petrol,145,39.2,1.5,2
13000,Manual,10422,Petrol,145,49.6,1,2
9750,Manual,929,Petrol,145,48.7,1.2,2
12500,Manual,26501,Diesel,125,60.1,2,4
11500,Semi-Auto,13556,Petrol,160,44.8,1.5,4
24500,Semi-Auto,1875,Diesel,145,38.7,2,1
14500,Automatic,4310,Petrol,145,37.2,1.5,1
36000,Automatic,4921,Diesel,145,37.2,2,1
14000,Manual,15000,Diesel,145,58.9,1.5,1
23500,Manual,1500,Petrol,145,50.4,1,1
16000,Manual,20571,Diesel,125,60.1,2,3
19995,Automatic,161,Petrol,145,48.7,1,1
23500,Semi-Auto,20746,Diesel,150,47.9,2,3
14000,Manual,11902,Petrol,150,54.3,1,2
11500,Manual,10500,Petrol,150,65.7,1,2
17500,Manual,9200,Petrol,150,40.3,1.5,1
17500,Automatic,13895,Petrol,150,42.8,1,1
13000,Manual,11000,Petrol,145,60.1,1,2
14900,Manual,7606,Petrol,145,58.9,1,2
15500,Manual,6120,Petrol,145,58.9,1,1
9500,Manual,48885,Petrol,30,55.4,1,5
16000,Manual,11979,Petrol,150,60.1,1,1
14500,Manual,15726,Petrol,150,53.3,1,1
15000,Manual,11137,Petrol,150,51.4,1,2
16495,Manual,4591,Petrol,150,58.9,1,1
6291,Manual,68379,Petrol,0,65.7,1,5
14691,Manual,19041,Petrol,150,51.4,1,2
12995,Manual,27000,Diesel,30,65.7,2,4
14995,Manual,19000,Petrol,145,54.3,1,2
11495,Manual,16237,Petrol,125,52.3,1,3
15995,Manual,900,Petrol,145,58.9,1,2
18000,Manual,31603,Petrol,145,41.5,2,3
15500,Manual,30801,Diesel,20,67.3,2,3
15000,Manual,9247,Petrol,150,58.9,1,2
16250,Manual,25373,Diesel,125,56.5,2,3
13250,Manual,4578,Petrol,150,65.7,1,2
15510,Semi-Auto,1973,Petrol,150,48.7,1,1
20000,Manual,12787,Petrol,145,41.5,2,2
10000,Manual,27695,Petrol,150,65.7,1,2
13000,Manual,11750,Petrol,150,62.8,1,2
11500,Semi-Auto,6474,Petrol,125,51.4,1,4
12000,Manual,20798,Petrol,150,47.9,1.6,3
13500,Manual,22243,Petrol,150,57.7,1,2
17000,Manual,30850,Diesel,150,54.3,2,3
10712,Manual,51530,Diesel,200,47.9,2,6
10142,Manual,21351,Petrol,20,62.8,1,4
19093,Manual,13746,Petrol,145,41.5,2,2
10990,Manual,10000,Petrol,150,65.7,1,3
11490,Manual,20402,Petrol,150,57.7,1,2
17490,Manual,1550,Petrol,145,49.6,1,0
11499,Manual,16891,Petrol,145,65.7,1,2
25400,Automatic,12145,Others,135,47.9,2,1
20000,Manual,6109,Diesel,145,47.9,2,1
22300,Manual,6458,Petrol,145,40.3,1.5,1
20400,Manual,2091,Petrol,145,51.4,1,1
23000,Manual,4741,Petrol,145,50.4,1,1
13000,Manual,6776,Petrol,145,65.7,1,2
26200,Manual,10223,Diesel,145,50.4,2,1
19800,Manual,3897,Petrol,145,60.1,1,1
14500,Manual,5,Petrol,145,56.5,1,0
14500,Manual,10,Petrol,145,56.5,1,0
18000,Manual,31961,Diesel,145,56.5,2,2
19500,Manual,10281,Petrol,145,51.4,1.5,1
21500,Automatic,2579,Petrol,145,28.8,1.5,1
21450,Manual,2723,Petrol,145,35.3,1.5,1
17450,Manual,6557,Petrol,145,39.2,1.5,2
16250,Manual,19643,Diesel,125,60.1,2,3
14950,Manual,5400,Petrol,145,51.4,1,2
14750,Semi-Auto,6507,Petrol,150,48.7,1,1
15950,Manual,2828,Petrol,150,60.1,1,1
11450,Manual,25117,Petrol,145,65.7,1,2
16500,Manual,13500,Diesel,145,62.8,1.5,1
12000,Manual,12775,Petrol,145,60.1,1,2
16000,Manual,13250,Petrol,145,51.4,1,1
17500,Manual,3700,Petrol,145,49.6,1,1
10500,Manual,11645,Petrol,145,65.7,1,2
21000,Manual,6481,Diesel,145,37.7,2,1
16500,Semi-Auto,28556,Diesel,145,54.3,2,3
18500,Automatic,5659,Diesel,145,44.1,1.5,1
11000,Manual,22055,Petrol,150,62.8,1,3
11900,Manual,1530,Petrol,145,64.2,1.1,2
15000,Manual,25,Petrol,145,56.5,1,0
15000,Manual,35,Petrol,145,56.5,1,0
19995,Manual,1000,Petrol,145,51.4,1,1
11900,Manual,6036,Petrol,145,58.9,1,2
13000,Semi-Auto,10028,Petrol,125,51.4,1,3
8900,Manual,23412,Petrol,0,65.7,1,4
6499,Manual,44751,Petrol,0,65.7,1,6
16195,Manual,5741,Petrol,150,51.4,1,1
14350,Manual,19008,Diesel,145,60.1,2,3
13000,Manual,3396,Petrol,150,49.6,1,2
12400,Manual,5857,Petrol,150,50.4,1,1
21450,Manual,3896,Petrol,145,41.5,2,2
18450,Semi-Auto,24277,Diesel,145,54.3,2,3
10500,Manual,35519,Petrol,145,65.7,1,2
10500,Manual,14941,Diesel,145,68.9,1.5,3
14750,Manual,10963,Petrol,150,58.9,1,1
17000,Manual,4811,Petrol,150,40.3,1.5,1
12900,Manual,29280,Petrol,205,41.5,2,5
5989,Manual,58778,Diesel,20,67.3,1.6,7
16995,Manual,44163,Diesel,160,48.7,2,3
8489,Manual,31197,Petrol,0,65.7,1,5
16689,Automatic,12861,Petrol,145,38.2,1.5,2
11489,Manual,15300,Petrol,145,56.5,1,2
8995,Semi-Auto,17200,Petrol,160,44.1,1.6,3
9750,Manual,6732,Petrol,150,64.2,1.1,3
10950,Manual,21712,Petrol,150,47.9,1.6,5
20500,Automatic,1868,Petrol,150,40.9,1.5,0
10500,Manual,33511,Petrol,150,60.1,1,3
14500,Manual,100,Petrol,150,56.5,1,0
14950,Manual,100,Petrol,145,56.5,1,0
13900,Manual,31926,Diesel,145,60.1,2,3
13000,Semi-Auto,9099,Petrol,150,51.4,1,2
9400,Manual,15156,Petrol,150,64.2,1.1,2
8650,Manual,31423,Petrol,20,60.1,1,4
13250,Semi-Auto,3038,Petrol,145,51.4,1,3
23700,Manual,17452,Diesel,145,50.4,2,1
14450,Manual,10972,Petrol,150,56.5,1,1
8500,Manual,30801,Petrol,0,65.7,1,4
11950,Manual,4822,Petrol,150,57.7,1,3
10500,Manual,10938,Petrol,150,65.7,1,2
10000,Manual,11349,Petrol,150,65.7,1,3
9750,Manual,21001,Petrol,20,62.8,1,4
24450,Semi-Auto,9952,Diesel,145,38.7,2,1
12950,Manual,15811,Petrol,150,57.7,1,1
11950,Manual,14977,Petrol,20,61.4,1,3
12500,Manual,8816,Petrol,150,56.5,1,2
7000,Manual,27514,Petrol,30,54.3,1.2,5
14500,Manual,20116,Petrol,150,48.7,1.5,3
9000,Manual,18340,Petrol,150,64.2,1.1,2
13000,Manual,18454,Diesel,150,54.3,2,3
19000,Manual,5261,Petrol,150,40.3,1.5,1
20000,Manual,5511,Petrol,150,35.3,1.5,1
10000,Manual,24415,Petrol,150,52.3,1,3
20000,Manual,13374,Petrol,145,41.5,2,2
16489,Manual,12000,Diesel,125,56.5,2,3
6495,Manual,44000,Petrol,30,54.3,1.2,6
10500,Manual,11587,Petrol,150,58.9,1,2
11250,Manual,16446,Petrol,145,60.1,1,2
14995,Manual,7800,Petrol,145,53.3,1,1
14495,Manual,23638,Petrol,145,54.3,1,2
6595,Manual,31200,Petrol,0,65.7,1,7
11995,Manual,11750,Petrol,145,65.7,1,2
7995,Manual,20631,Petrol,125,54.3,1.2,4
11300,Manual,11089,Petrol,145,56.5,1,2
19250,Manual,3773,Petrol,145,55.4,1,1
23890,Manual,3325,Petrol,145,40.3,1.5,0
11500,Manual,373,Petrol,145,47.9,1.2,1
12500,Manual,116,Petrol,145,65.7,1,2
14995,Manual,100,Petrol,145,56.5,1,0
10470,Manual,7448,Petrol,145,65.7,1,2
17700,Automatic,7384,Petrol,235,38.2,1.5,3
16995,Manual,13306,Petrol,145,58.9,1,1
9695,Manual,22617,Petrol,150,65.7,1,3
11550,Manual,18243,Petrol,150,65.7,1,2
10250,Manual,14697,Petrol,150,65.7,1,2
11750,Manual,14705,Petrol,150,47.9,1.6,4
23990,Automatic,6000,Petrol,145,51.4,1,1
12250,Manual,29347,Diesel,125,60.1,2,4
9750,Manual,14083,Petrol,145,65.7,1,3
12650,Semi-Auto,28263,Diesel,125,56.5,2,4
9850,Manual,10998,Petrol,0,65.7,1,4
8495,Manual,40801,Petrol,20,60.1,1,5
10000,Manual,21933,Petrol,145,62.8,1,3
17500,Manual,26344,Diesel,145,47.9,2,2
26000,Semi-Auto,4290,Diesel,145,42.2,2,1
17700,Manual,41340,Diesel,125,56.5,2,3
13000,Manual,3259,Diesel,145,68.9,1.5,3
28500,Semi-Auto,3802,Diesel,145,54.3,2,1
22500,Manual,200,Petrol,145,60.1,1,0
15750,Manual,5620,Petrol,145,49.6,1,1
16000,Manual,6894,Petrol,145,60.1,1,1
14000,Manual,1695,Petrol,145,58.9,1,2
25000,Automatic,4901,Diesel,145,42.2,2,1
14500,Manual,38,Petrol,145,58.9,1,1
25700,Manual,4500,Petrol,145,34.5,2.3,1
12950,Semi-Auto,28438,Petrol,145,54.3,1,2
12600,Manual,5163,Petrol,145,65.7,1,2
12750,Manual,15192,Petrol,145,62.8,1,2
10500,Manual,17050,Petrol,150,58.9,1,2
7200,Manual,36345,Petrol,150,57.7,1.2,3
17900,Manual,13081,Petrol,150,41.5,2,3
8700,Manual,30462,Petrol,125,53.3,1,5
7400,Manual,26852,Petrol,150,57.7,1.2,2
9900,Manual,23823,Petrol,150,53.3,1,3
13250,Manual,10067,Petrol,150,57.7,1,2
14500,Manual,7,Petrol,145,56.5,1,0
16000,Manual,4500,Petrol,145,49.6,1,1
14750,Manual,14335,Petrol,145,55.4,1,1
22750,Manual,550,Petrol,145,51.4,1.5,0
13000,Manual,28337,Petrol,145,65.7,1,2
12000,Manual,56,Petrol,145,58.9,1,2
15200,Manual,8403,Petrol,145,55.4,1,1
17500,Semi-Auto,17379,Diesel,145,58.9,1.5,3
11400,Semi-Auto,26942,Petrol,150,57.7,1,3
10000,Manual,27995,Petrol,125,53.3,1,3
11600,Semi-Auto,31364,Petrol,145,54.3,1,2
18400,Manual,9529,Petrol,145,34.4,1.5,1
23000,Automatic,16700,Petrol,145,40.9,1.5,1
25500,Manual,5573,Diesel,145,37.7,2,1
16000,Manual,8300,Petrol,145,58.9,1,1
32900,Automatic,6429,Diesel,145,37.2,2,1
24000,Manual,2000,Petrol,145,50.4,1,1
20000,Automatic,2524,Petrol,145,45.6,1,1
32000,Automatic,11500,Diesel,145,47.1,2,1
28000,Manual,2500,Petrol,145,34.5,2.3,1
16500,Automatic,13777,Petrol,150,50.4,1,1
15000,Manual,4500,Petrol,145,53.3,1,1
10000,Manual,22000,Diesel,0,74.3,1.5,3
16000,Manual,15244,Diesel,145,61.4,1.5,1
8000,Manual,14800,Petrol,145,57.7,1.2,2
10790,Manual,12000,Petrol,145,65.7,1,2
9790,Manual,9358,Petrol,150,43.5,1.2,2
13389,Automatic,37239,Diesel,145,58.9,1.5,2
9129,Manual,44897,Diesel,0,74.3,1.5,3
9152,Manual,14731,Petrol,0,65.7,1,3
11595,Manual,17666,Diesel,0,74.3,1.5,4
10890,Manual,32478,Petrol,145,62.8,1,2
8500,Manual,12333,Petrol,145,47.1,1.4,3
13000,Semi-Auto,29685,Diesel,145,67.3,1.5,2
12390,Automatic,30888,Petrol,150,46.3,1.5,3
10290,Manual,14442,Petrol,150,65.7,1,2
19000,Manual,4491,Petrol,145,58.9,1,1
14995,Manual,8,Petrol,145,56.5,1,0
21500,Automatic,16000,Petrol,260,35.8,2,3
9995,Manual,20097,Petrol,145,65.7,1,3
9690,Manual,58000,Diesel,30,64.2,2,5
11500,Manual,15158,Petrol,150,65.7,1,2
20000,Manual,2474,Petrol,150,39.2,1.5,1
17500,Manual,4000,Petrol,150,60.1,1,1
37500,Manual,5572,Petrol,145,20.8,5,2
32000,Automatic,11007,Diesel,145,37.2,2,2
11500,Manual,20373,Petrol,30,55.4,1,3
17750,Semi-Auto,20257,Diesel,125,52.3,2,3
22950,Manual,6659,Diesel,145,37.7,2,1
11900,Manual,26329,Diesel,145,74.3,1.5,3
15800,Manual,6681,Petrol,145,58.9,1,1
9600,Manual,18978,Diesel,20,68.9,1.5,4
10690,Automatic,7957,Petrol,0,57.7,1,4
10000,Manual,6679,Petrol,20,60.1,1,4
15500,Manual,13034,Diesel,150,65.7,2,2
12500,Manual,16145,Petrol,150,57.7,1,2
7290,Manual,17898,Petrol,30,57.7,1.2,4
7790,Manual,6646,Petrol,145,57.7,1.2,3
22000,Manual,8030,Petrol,145,40.4,1.5,1
11000,Manual,26864,Diesel,145,74.3,1.5,3
19000,Manual,14926,Diesel,145,54.3,2,2
11150,Semi-Auto,32358,Petrol,145,57.7,1,3
14950,Manual,1183,Petrol,145,58.9,1,1
17995,Manual,1630,Petrol,145,49.6,1,1
11490,Manual,7114,Petrol,145,55.4,1,3
14500,Manual,5858,Petrol,145,58.9,1,2
23995,Manual,6424,Diesel,145,37.7,2,1
10250,Manual,18955,Petrol,145,65.7,1,3
18490,Manual,7461,Petrol,145,51.4,1.5,2
10750,Manual,14417,Petrol,145,62.8,1,3
25820,Manual,3000,Petrol,145,50.4,1,1
7290,Manual,44325,Petrol,125,54.3,1.2,3
12000,Manual,10235,Petrol,150,65.7,1,2
10000,Manual,21954,Petrol,150,53.3,1,3
14790,Semi-Auto,23365,Diesel,145,58.9,1.5,3
11590,Manual,8158,Petrol,145,65.7,1,2
12000,Semi-Auto,8970,Petrol,145,54.3,1,2
9290,Manual,27583,Diesel,20,70.6,2,4
13500,Manual,26712,Diesel,145,64.2,1.5,3
10500,Manual,5,Petrol,145,47.9,1.2,1
10390,Manual,29325,Diesel,125,60.1,2,4
11500,Manual,16988,Petrol,145,56.5,1,2
20000,Manual,4987,Diesel,145,54.3,2,2
27500,Semi-Auto,5000,Diesel,145,47.9,2,2
14500,Manual,40000,Petrol,200,41.5,2,3
16690,Manual,20771,Diesel,125,56.5,2,3
13000,Semi-Auto,4952,Petrol,145,51.4,1,2
14500,Semi-Auto,15325,Petrol,145,54.3,1,1
9000,Manual,18598,Petrol,0,65.7,1,3
10500,Manual,17176,Petrol,145,53.3,1,3
17500,Manual,12854,Petrol,150,40.3,1.5,2
12800,Manual,4023,Petrol,150,65.7,1,2
11150,Manual,6916,Petrol,150,58.9,1,2
9900,Manual,30552,Petrol,150,65.7,1,2
14600,Manual,4628,Petrol,150,48.7,1,2
19750,Semi-Auto,2670,Petrol,145,48.7,1,1
16950,Manual,1805,Petrol,145,51.4,1,1
14650,Manual,22822,Diesel,20,67.3,2,4
18450,Manual,5413,Petrol,145,45.6,1.5,3
13650,Manual,15983,Petrol,145,58.9,1,1
8000,Manual,13365,Petrol,145,57.7,1.2,2
22500,Semi-Auto,19552,Diesel,200,47.9,2,3
20000,Manual,2000,Diesel,150,47.9,2,1
7500,Manual,9937,Petrol,150,57.7,1.2,3
20000,Manual,4992,Diesel,145,54.3,2,2
10500,Manual,5,Petrol,145,47.9,1.2,1
27500,Manual,20700,Petrol,150,20.9,5,3
10500,Manual,16200,Petrol,150,60.1,1,3
11290,Semi-Auto,24365,Petrol,145,54.3,1,2
9500,Manual,2900,Petrol,145,47.9,1.2,1
23000,Automatic,25000,Petrol,260,35.8,2,4
9690,Manual,25700,Petrol,145,58.9,1,2
18000,Manual,4000,Petrol,145,58.9,1,1
32000,Automatic,5000,Petrol,145,23.5,5,2
14500,Manual,10000,Petrol,145,58.9,1,1
22000,Manual,8030,Petrol,150,40.4,1.5,1
18500,Manual,2000,Diesel,150,38.2,2,1
17500,Manual,26965,Petrol,150,41.5,2,2
8500,Manual,24987,Petrol,0,65.7,1,6
42000,Semi-Auto,756,Petrol,150,22.6,5,1
25000,Manual,9544,Diesel,145,54.3,2,1
13000,Manual,14000,Petrol,145,58.9,1,1
8500,Manual,6785,Petrol,145,47.9,1.2,2
24690,Manual,9544,Diesel,145,54.3,2,1
13290,Manual,15000,Petrol,145,54.3,1,2
13290,Manual,7995,Petrol,145,58.9,1,1
10000,Manual,10324,Petrol,145,64.2,1.1,2
17500,Manual,2321,Petrol,145,60.1,1,1
10500,Manual,30125,Petrol,145,65.7,1,2
8290,Manual,6745,Petrol,145,57.7,1.2,2
21000,Automatic,16000,Petrol,260,35.8,2,3
12500,Manual,15000,Petrol,145,65.7,1,2
14290,Manual,10083,Petrol,145,53.3,1,2
9390,Manual,40907,Petrol,150,52.3,1,3
22500,Semi-Auto,19552,Diesel,200,47.9,2,3
12690,Semi-Auto,15637,Petrol,145,51.4,1,2
13290,Manual,13000,Petrol,145,54.3,1,2
24690,Manual,12771,Diesel,145,54.3,2,1
20690,Automatic,10563,Petrol,145,31,1.5,1
25000,Manual,9544,Diesel,145,54.3,2,1
13290,Manual,7995,Petrol,145,58.9,1,1
13000,Manual,14000,Petrol,145,58.9,1,1
10690,Manual,27307,Petrol,20,58.9,1,3
20000,Manual,4987,Diesel,145,54.3,2,2
12000,Semi-Auto,8970,Petrol,145,54.3,1,2
11290,Manual,15934,Petrol,30,54.3,1,3
21000,Semi-Auto,28167,Diesel,160,51.4,2,3
13500,Manual,19483,Diesel,30,64.2,1.5,3
9000,Manual,31747,Petrol,145,65.7,1,3
6495,Manual,61713,Diesel,0,78.5,1.6,6
5250,Manual,62214,Petrol,30,54.3,1.2,7
5250,Manual,46970,Petrol,125,50.4,1.2,8
3495,Manual,27930,Petrol,235,39.8,1.8,12
12850,Manual,36232,Petrol,235,39.2,2,6
4750,Automatic,26588,Petrol,260,37.7,1.6,10
5495,Manual,53210,Petrol,125,50.4,1.2,8
3695,Manual,62000,Petrol,145,49.6,1.2,11
5295,Manual,32000,Petrol,125,51.4,1.2,8
6695,Manual,38000,Petrol,125,54.3,1.2,5
6995,Automatic,53200,Petrol,165,44.1,1.6,7
6500,Manual,57200,Petrol,30,57.7,1,6
9500,Manual,43700,Diesel,125,60.1,2,5
7995,Automatic,45050,Diesel,160,50.4,2,7
4500,Automatic,87600,Petrol,160,44.1,1.6,9
13500,Manual,17250,Petrol,150,57.7,1,2
5995,Manual,47530,Petrol,0,65.7,1,7
11495,Automatic,40000,Diesel,150,52.3,2,5
2995,Manual,94000,Diesel,20,68.9,1.4,9
2595,Manual,116000,Diesel,20,67.3,1.6,12
4499,Manual,69575,Petrol,30,55.4,1,8
9995,Semi-Auto,11310,Petrol,160,44.1,1.6,8
7495,Manual,27003,Petrol,145,57.7,1.2,4
6995,Manual,21466,Petrol,145,57.7,1.2,4
2750,Automatic,110000,Diesel,300,39.8,2,11
5500,Manual,79300,Diesel,0,76.4,1.5,7
5500,Manual,68300,Diesel,20,67.3,1.6,8
9995,Manual,70000,Diesel,200,47.9,2,7
8500,Automatic,47350,Diesel,20,64.2,1.5,3
3995,Manual,57000,Petrol,125,50.4,1.2,9
8250,Manual,9969,Petrol,0,65.7,1,6
9295,Manual,28053,Diesel,30,64.2,1.5,4
5889,Manual,42575,Petrol,30,56.5,1,7
12500,Manual,900,Petrol,150,58.9,1,2
18000,Manual,100,Petrol,150,53.3,1,0
33000,Semi-Auto,1500,Diesel,150,43.5,2,0
8490,Manual,30000,Petrol,20,62.8,1,5
19500,Manual,9136,Diesel,145,38.2,2,1
9299,Manual,21713,Petrol,0,65.7,1,3
14299,Automatic,27199,Petrol,240,38.2,2,4
9299,Manual,18630,Petrol,150,64.2,1.1,2
4995,Manual,117000,Diesel,235,44.1,2,11
11995,Manual,33590,Diesel,160,47.9,2,6
6995,Manual,67178,Petrol,30,56.5,1,7
4895,Manual,41760,Petrol,30,57.7,1.2,6
7995,Manual,20829,Petrol,150,54.3,1.2,3
7299,Manual,28000,Petrol,0,65.7,1,5
12999,Automatic,5813,Petrol,145,54.3,1,2
11980,Manual,17898,Petrol,150,62.8,1,2
7980,Manual,28569,Petrol,125,54.3,1.3,3
9980,Manual,8770,Petrol,150,64.2,1.1,2
8380,Manual,28298,Petrol,0,65.7,1,3
13280,Manual,45298,Diesel,145,54.3,2,4
8380,Manual,30200,Diesel,145,74.3,1.5,3
21180,Manual,17200,Diesel,205,47.9,2,3
11280,Manual,18138,Petrol,150,60.1,1,3
15980,Manual,4500,Petrol,150,51.4,1,1
15495,Manual,7511,Petrol,145,58.9,1,2
5995,Manual,55350,Petrol,0,65.7,1,7
7995,Manual,16563,Petrol,0,65.7,1,5
14995,Automatic,16442,Petrol,235,38.2,1.5,4
7995,Manual,21091,Petrol,0,65.7,1,4
9695,Manual,25105,Petrol,20,61.4,1,3
8495,Manual,18454,Petrol,150,65.7,1,3
21780,Manual,7317,Diesel,145,37.7,2,1
15980,Manual,7500,Petrol,145,60.1,1,1
16980,Manual,2705,Diesel,145,61.4,1.5,1
6980,Manual,14939,Petrol,145,47.9,1.6,5
7240,Manual,32137,Diesel,0,88.3,1.5,5
16479,Manual,9,Petrol,145,60.1,1,1
19480,Automatic,2,Diesel,145,67.3,1.5,0
29980,Automatic,24000,Petrol,150,23.5,5,3
5500,Manual,54250,Petrol,150,47.1,1.4,7
5500,Manual,80000,Diesel,150,53.3,2,8
6500,Manual,45000,Diesel,0,85.6,1.6,6
9995,Manual,15725,Petrol,150,65.7,1,3
3195,Manual,65700,Petrol,125,52.3,1.2,11
3995,Manual,103100,Petrol,30,54.3,1.2,7
5995,Semi-Auto,72700,Petrol,145,47.9,1.6,7
5500,Manual,70400,Diesel,0,76.4,1.5,7
2799,Manual,90000,Petrol,125,50.4,1.2,10
5000,Manual,57000,Diesel,20,67.3,1.6,8
3000,Manual,73000,Petrol,150,49.6,1.2,11
2699,Manual,37000,Petrol,160,41.5,1.2,22
1950,Manual,50000,Petrol,205,42.2,1.6,11
2250,Manual,54000,Petrol,145,47.1,1.2,12
6400,Manual,98900,Diesel,20,67.3,1.6,9
2595,Automatic,84500,Petrol,260,36.7,1.6,12
6500,Manual,43200,Petrol,145,47.9,1.6,8
11500,Automatic,36200,Diesel,0,67.3,1.5,3
11995,Manual,15900,Petrol,145,57.7,1,2
6500,Manual,45600,Diesel,0,76.4,1.5,6
8795,Manual,41597,Petrol,0,65.7,1,6
7250,Manual,28500,Petrol,0,65.7,1,4
9995,Manual,34112,Petrol,145,65.7,1,3
6995,Manual,21500,Petrol,0,65.7,1,7
9995,Automatic,51800,Petrol,145,54.3,1,3
11000,Manual,24000,Petrol,145,65.7,1,3
9500,Manual,19200,Petrol,30,55.4,1,6
4500,Manual,57500,Petrol,30,57.7,1.2,8
9500,Manual,30356,Petrol,20,62.8,1,4
7000,Manual,59650,Petrol,0,65.7,1,7
6500,Manual,46260,Petrol,30,55.4,1,7
10000,Manual,14000,Petrol,125,53.3,1,3
14000,Automatic,5450,Petrol,125,51.4,1,3
2500,Manual,77500,Petrol,165,45.6,1.4,12
16995,Manual,23874,Diesel,145,67.3,2,3
13795,Manual,10231,Petrol,145,60.1,1,2
21769,Manual,169,Petrol,145,50.4,1,0
17750,Manual,16494,Petrol,145,39.2,1.5,2
9788,Manual,15432,Petrol,145,65.7,1,2
6900,Manual,55995,Diesel,20,67.3,1.6,6
13950,Manual,4354,Petrol,145,54.3,1,2
23950,Automatic,600,Diesel,145,43.5,2,1
15493,Automatic,9298,Petrol,235,38.2,1.5,3
22750,Automatic,6000,Diesel,145,53.3,2,1
3995,Manual,62000,Diesel,145,53.3,2,9
2995,Manual,98000,Petrol,125,50.4,1.2,8
2995,Manual,130000,Diesel,0,76.4,1.6,7
2695,Manual,99000,Petrol,125,50.4,1.2,9
2495,Manual,100000,Diesel,30,62.8,1.6,10
4000,Manual,107300,Diesel,20,67.3,1.6,8
