Selling Price,Mileage,Fuel,Seller,Transmission,Owner Type,Number of Seats,Age of Car,Efficiency,Engine Capacity
900000,35000,Diesel,Individual,Manual,First Owner,5,2,21.13,1498
50000,50000,Petrol,Individual,Manual,Used,4,17,16.1,796
450000,100000,Diesel,Individual,Manual,First Owner,5,8,19.01,1461
650000,80000,Diesel,Individual,Manual,Used,7,8,15.1,2179
300000,84000,Diesel,Individual,Manual,Used,5,6,20.14,1498
425000,60000,Diesel,Individual,Manual,First Owner,5,6,25.01,1498
55000,50000,Petrol,Individual,Manual,Used,5,22,17.3,993
200000,60000,Petrol,Individual,Manual,Used,5,9,20.36,1197
975000,100000,Diesel,Individual,Manual,First Owner,7,5,16.0,2179
450000,70000,Diesel,Individual,Manual,First Owner,7,7,15.96,2523
600000,82500,Diesel,Individual,Manual,Used,7,6,15.96,2523
550000,76000,Diesel,Individual,Manual,First Owner,9,6,15.96,2523
180000,87000,Diesel,Individual,Manual,First Owner,5,9,18.0,1248
300000,120000,Diesel,Individual,Manual,First Owner,7,10,14.0,2498
350000,70000,Petrol,Individual,Manual,Used,5,4,17.57,1193
465000,90000,Diesel,Individual,Manual,First Owner,5,6,23.4,1248
200000,188000,Diesel,Individual,Manual,Used,5,10,21.12,1248
350000,120000,Diesel,Individual,Manual,Used,8,6,18.2,1248
650000,80000,Petrol,Individual,Manual,First Owner,5,5,17.4,1497
150000,123278,Petrol,Individual,Manual,Used,5,10,20.36,1197
560000,100000,Diesel,Individual,Manual,Used,5,6,26.0,1498
625000,90000,Diesel,Individual,Manual,First Owner,5,5,21.19,1396
220000,110000,Diesel,Individual,Manual,First Owner,5,8,20.0,1399
250000,110000,Diesel,Individual,Manual,First Owner,5,7,20.0,1399
575000,70000,Diesel,Individual,Manual,First Owner,5,2,20.65,1248
1050000,65000,Diesel,Individual,Manual,First Owner,7,5,15.1,2179
3000000,70000,Diesel,Individual,Automatic,Used,5,5,16.36,2179
200000,90000,Diesel,Individual,Manual,Used,7,8,11.57,2179
262000,50000,Petrol,Individual,Manual,First Owner,5,4,22.74,796
299000,33000,Petrol,Individual,Manual,First Owner,5,2,21.1,814
250000,26500,Petrol,Individual,Manual,First Owner,5,5,22.74,796
140000,60000,Petrol,Individual,Manual,Used,5,9,17.92,1086
360000,70000,Diesel,Individual,Manual,Used,5,7,23.4,1248
210000,80000,Petrol,Individual,Manual,First Owner,5,5,20.63,1198
600000,60000,Diesel,Individual,Manual,First Owner,5,3,22.54,1396
210000,100000,Diesel,Individual,Manual,First Owner,5,9,19.5,1199
300000,80000,Diesel,Individual,Manual,Used,5,9,20.54,1598
450000,35000,Petrol,Individual,Manual,First Owner,5,4,18.9,1197
3200000,35000,Diesel,Individual,Automatic,First Owner,7,2,10.91,3198
550000,10000,Petrol,Individual,Manual,First Owner,5,1,18.9,1197
100000,80000,Diesel,Individual,Manual,First Owner,5,9,18.0,1248
185000,50000,Petrol,Individual,Manual,Used,5,8,21.1,814
80000,90000,Petrol,Individual,Manual,Used,5,14,17.3,1061
295000,80000,Petrol,Individual,Manual,First Owner,5,3,24.7,796
360000,25000,Petrol,Individual,Manual,First Owner,5,3,23.01,999
210000,70000,Petrol,Individual,Manual,First Owner,5,6,20.92,998
585000,80000,Petrol,Individual,Automatic,First Owner,5,1,17.4,1197
560000,50000,Diesel,Individual,Manual,First Owner,5,4,20.14,1498
600000,70000,Diesel,Individual,Manual,First Owner,5,5,26.0,1498
330000,60000,Petrol,Individual,Manual,First Owner,5,3,20.63,1198
990000,15000,Petrol,Individual,Manual,First Owner,5,1,17.0,1591
300000,90000,Diesel,Individual,Manual,First Owner,5,8,23.59,1364
650000,28000,Petrol,Individual,Manual,First Owner,5,2,17.0,1198
695000,20000,Petrol,Individual,Automatic,First Owner,5,1,17.4,1197
300000,60000,Diesel,Individual,Manual,First Owner,5,6,24.0,1120
270000,22000,Petrol,Individual,Manual,First Owner,5,5,22.74,796
185000,70000,Diesel,Individual,Manual,Used,7,10,11.57,2179
200000,80000,Diesel,Individual,Manual,First Owner,5,7,22.1,1248
459999,35000,LPG/CNG,Individual,Manual,First Owner,5,1,26.6,998
860000,60000,Diesel,Individual,Manual,First Owner,5,2,21.5,1497
400000,20000,Petrol,Individual,Manual,First Owner,5,2,23.84,1199
240000,142000,Diesel,Individual,Manual,Used,5,7,23.2,1248
570000,72000,Diesel,Individual,Manual,First Owner,5,5,26.59,1248
850000,90000,Diesel,Individual,Manual,First Owner,5,2,23.0,1498
155000,80000,Diesel,Individual,Manual,Used,5,9,20.0,1399
270000,125000,Diesel,Individual,Manual,First Owner,5,9,23.0,1396
610000,33000,Petrol,Individual,Manual,First Owner,5,5,20.73,1373
1000000,50000,Diesel,Individual,Manual,First Owner,5,5,19.67,1582
450000,120000,Diesel,Individual,Manual,Used,9,8,12.05,2179
500000,35000,Diesel,Individual,Manual,First Owner,5,2,25.4,1186
700000,43000,Diesel,Individual,Manual,First Owner,5,2,27.4,1498
135000,60000,Petrol,Individual,Manual,First Owner,5,13,19.7,796
430000,148000,Diesel,Individual,Manual,Used,9,8,12.05,2179
625000,70000,Diesel,Individual,Manual,Used,5,6,22.32,1582
280000,96000,Petrol,Individual,Manual,First Owner,5,9,16.95,1498
800000,70000,Diesel,Individual,Manual,First Owner,7,5,15.4,1997
220000,70000,Diesel,Individual,Manual,Used,5,8,23.2,1248
620000,18484,Petrol,Individual,Manual,First Owner,5,3,20.89,1197
300000,70000,Diesel,Individual,Manual,First Owner,7,9,13.93,2179
180000,25000,Petrol,Individual,Manual,Used,5,10,19.7,796
250000,120000,Diesel,Individual,Manual,Used,5,7,22.07,1199
480000,55000,Petrol,Individual,Manual,First Owner,5,3,20.85,1197
885000,10000,Petrol,Individual,Manual,Used,5,1,17.0,1497
550000,60000,Diesel,Individual,Manual,First Owner,6,0,25.32,1198
800000,30000,Diesel,Individual,Manual,First Owner,5,2,28.4,1248
180000,65000,Petrol,Individual,Manual,First Owner,5,7,17.92,1086
200000,27000,Petrol,Individual,Manual,First Owner,5,10,19.33,1248
380000,50000,Diesel,Individual,Manual,Used,5,8,21.9,1396
520000,2560,Petrol,Individual,Automatic,First Owner,5,1,24.0,1199
90000,60000,Petrol,Individual,Manual,First Owner,5,16,19.7,796
330000,80000,Petrol,Individual,Manual,Used,5,4,20.51,998
40000,50000,Petrol,Individual,Manual,Used,4,21,16.1,796
370000,120000,Diesel,Individual,Manual,First Owner,8,5,18.2,1248
290000,120000,Petrol,Individual,Manual,Used,5,11,16.8,1497
215000,47000,Petrol,Individual,Manual,Used,5,7,21.1,814
1282000,45000,Diesel,Individual,Manual,First Owner,7,3,17.6,2179
610000,90000,Diesel,Individual,Manual,First Owner,8,8,12.8,2494
380000,110000,Diesel,Individual,Manual,Used,5,7,21.27,1396
1250000,95000,Diesel,Individual,Manual,First Owner,7,3,15.4,1997
400000,103655,Diesel,Individual,Manual,Used,5,8,22.32,1582
700000,25000,Petrol,Individual,Automatic,Used,5,2,17.4,1197
650000,80000,Diesel,Individual,Manual,First Owner,5,6,19.01,1461
95000,50000,Petrol,Individual,Manual,Used,4,6,25.4,624
1147000,56975,Diesel,Individual,Manual,First Owner,7,5,16.0,2179
150000,110000,Petrol,Individual,Manual,First Owner,5,10,0.0,1086
120000,80000,Petrol,Individual,Manual,Used,5,12,19.7,796
130000,74770,LPG/CNG,Individual,Manual,Used,5,17,19.33,1248
180000,187000,Diesel,Dealer,Manual,Used,5,10,17.8,1399
325000,69000,Diesel,Dealer,Manual,First Owner,5,7,18.6,1388
550000,206000,Diesel,Dealer,Manual,First Owner,5,5,22.77,1498
950000,27000,Diesel,Dealer,Manual,First Owner,5,2,22.77,1498
500000,132000,Diesel,Dealer,Manual,Used,5,6,22.7,1498
725000,75000,Diesel,Dealer,Manual,First Owner,5,3,26.1,1498
500000,18000,Petrol,Dealer,Manual,Used,5,5,18.5,1194
180000,218000,Diesel,Individual,Manual,First Owner,5,9,21.0,1461
650000,10000,Diesel,Individual,Manual,First Owner,5,4,22.54,1396
285000,80000,Diesel,Individual,Manual,First Owner,5,10,17.8,1248
210000,215000,Diesel,Individual,Manual,First Owner,5,9,21.0,1461
200000,137000,Diesel,Individual,Manual,First Owner,5,8,17.8,1399
295000,65000,Diesel,Individual,Manual,Used,5,9,20.54,1598
160000,120000,Petrol,Individual,Manual,Used,5,13,17.7,1497
450000,10000,Petrol,Individual,Automatic,First Owner,5,3,23.1,998
385000,20000,Petrol,Individual,Manual,First Owner,7,4,20.62,1198
350000,93500,Diesel,Individual,Manual,Used,5,9,18.6,1388
2711000,9000,Diesel,Dealer,Automatic,First Owner,5,3,13.6,1999
5150000,20000,Petrol,Dealer,Automatic,First Owner,5,1,22.37,2487
3200000,45000,Diesel,Dealer,Automatic,First Owner,5,3,19.33,1999
503000,110000,Diesel,Individual,Manual,First Owner,7,5,14.1,2179
3800000,20000,Diesel,Individual,Automatic,First Owner,5,1,18.0,1969
2000000,68089,Petrol,Dealer,Automatic,First Owner,5,4,19.16,2494
225000,58343,Petrol,Dealer,Manual,First Owner,5,7,21.79,998
740000,38817,Diesel,Dealer,Manual,First Owner,5,2,27.39,1248
550000,56494,Petrol,Dealer,Manual,First Owner,5,4,18.2,1199
750000,79328,Diesel,Dealer,Manual,Used,7,7,12.99,2494
650000,5621,Petrol,Dealer,Automatic,First Owner,5,1,22.0,1197
625000,25538,Petrol,Dealer,Manual,First Owner,5,3,16.78,1496
600000,69779,Petrol,Dealer,Automatic,First Owner,5,2,22.0,1197
450000,56290,Diesel,Dealer,Manual,First Owner,5,3,24.0,1186
5400000,7500,Diesel,Dealer,Automatic,First Owner,5,1,16.78,1995
5500000,8500,Diesel,Dealer,Automatic,First Owner,5,1,16.78,1995
779000,7032,Petrol,Dealer,Automatic,First Owner,5,1,19.0,1199
645000,11000,Petrol,Dealer,Automatic,First Owner,5,4,14.3,1598
2475000,2000,Diesel,Dealer,Automatic,First Owner,5,2,16.8,1984
2711000,9000,Diesel,Dealer,Automatic,First Owner,5,3,13.6,1999
5150000,20000,Petrol,Dealer,Automatic,First Owner,5,1,22.37,2487
3200000,45000,Diesel,Dealer,Automatic,First Owner,5,3,19.33,1999
503000,110000,Diesel,Individual,Manual,First Owner,7,5,14.1,2179
3800000,20000,Diesel,Individual,Automatic,First Owner,5,1,18.0,1969
2000000,68089,Petrol,Dealer,Automatic,First Owner,5,4,19.16,2494
225000,58343,Petrol,Dealer,Manual,First Owner,5,7,21.79,998
740000,38817,Diesel,Dealer,Manual,First Owner,5,2,27.39,1248
550000,56494,Petrol,Dealer,Manual,First Owner,5,4,18.2,1199
750000,79328,Diesel,Dealer,Manual,Used,7,7,12.99,2494
650000,5621,Petrol,Dealer,Automatic,First Owner,5,1,22.0,1197
625000,25538,Petrol,Dealer,Manual,First Owner,5,3,16.78,1496
600000,69779,Petrol,Dealer,Automatic,First Owner,5,2,22.0,1197
450000,56290,Diesel,Dealer,Manual,First Owner,5,3,24.0,1186
5400000,7500,Diesel,Dealer,Automatic,First Owner,5,1,16.78,1995
5500000,8500,Diesel,Dealer,Automatic,First Owner,5,1,16.78,1995
779000,7032,Petrol,Dealer,Automatic,First Owner,5,1,19.0,1199
645000,11000,Petrol,Dealer,Automatic,First Owner,5,4,14.3,1598
2475000,2000,Diesel,Dealer,Automatic,First Owner,5,2,16.8,1984
558000,70000,Diesel,Individual,Manual,First Owner,5,1,28.4,1248
165000,56000,Petrol,Individual,Manual,Used,5,10,17.92,1086
300000,80000,Diesel,Individual,Manual,Used,5,8,21.9,1396
500000,5000,Petrol,Individual,Manual,First Owner,5,1,20.3,1086
900000,100000,Diesel,Individual,Manual,First Owner,7,8,15.1,2179
830000,60000,Diesel,Individual,Automatic,Used,5,12,11.0,2993
890000,70000,Diesel,Individual,Automatic,Used,5,12,19.33,1248
640000,65000,Diesel,Individual,Manual,Used,5,6,21.14,1498
900000,70000,Diesel,Individual,Manual,Used,7,5,15.4,2179
450000,60000,Diesel,Individual,Manual,First Owner,7,7,18.2,1248
825000,82000,Diesel,Individual,Manual,First Owner,5,2,28.09,1248
500000,80000,Diesel,Individual,Manual,Used,7,7,13.7,2179
325000,5000,Petrol,Individual,Manual,Used,6,3,18.15,1198
450000,133000,Diesel,Individual,Manual,First Owner,5,6,19.01,1461
675000,25000,Petrol,Individual,Manual,Used,5,3,17.5,1199
415000,15000,Petrol,Individual,Manual,First Owner,5,3,17.57,1193
1100000,40000,Diesel,Individual,Manual,First Owner,5,3,21.38,1396
500000,35000,Petrol,Individual,Manual,First Owner,5,4,17.0,1198
509999,70000,Diesel,Individual,Manual,Used,7,6,15.96,2523
200000,152000,Diesel,Individual,Manual,Used,9,13,10.5,2609
60000,100000,Petrol,Individual,Manual,Used,4,13,16.1,796
500000,80000,Diesel,Individual,Manual,Used,5,7,22.32,1582
45000,100000,Diesel,Individual,Manual,Used,5,11,17.2,1396
270000,50000,Petrol,Individual,Manual,First Owner,5,3,25.17,799
550000,40000,Petrol,Individual,Manual,First Owner,5,3,17.19,1197
235000,60000,Petrol,Individual,Manual,First Owner,5,4,23.01,999
600000,40000,Petrol,Individual,Manual,First Owner,5,2,18.6,1197
525000,60000,Diesel,Individual,Manual,First Owner,5,5,27.3,1498
325000,90000,Diesel,Individual,Manual,First Owner,5,8,22.9,1248
420000,90000,Diesel,Individual,Manual,First Owner,5,6,23.4,1248
229999,60000,Petrol,Individual,Manual,Used,5,6,20.92,998
375000,80000,Diesel,Individual,Manual,Used,5,7,23.4,1248
750000,120000,Diesel,Individual,Manual,First Owner,8,8,12.05,2179
400000,40000,Petrol,Individual,Manual,First Owner,5,2,23.84,1199
600000,91000,Diesel,Individual,Manual,First Owner,7,7,15.1,2179
110000,80000,Petrol,Individual,Manual,Used,5,12,17.8,1086
45000,73257,Petrol,Individual,Manual,First Owner,4,13,16.1,796
722000,80000,Diesel,Individual,Manual,First Owner,2,1,0.0,2523
500000,15000,Petrol,Individual,Manual,First Owner,5,0,23.84,1199
250000,110000,Diesel,Individual,Manual,Used,5,13,18.1,1493
950000,40000,Diesel,Individual,Manual,First Owner,5,2,21.13,1498
375000,212000,Diesel,Individual,Manual,First Owner,5,7,21.64,1461
780000,30000,Diesel,Individual,Manual,First Owner,5,2,28.4,1248
575000,30000,Petrol,Individual,Manual,First Owner,5,2,20.3,1086
563000,30000,Petrol,Individual,Manual,Used,5,3,18.6,1197
450000,15000,Petrol,Individual,Manual,First Owner,5,3,23.84,1199
2300000,1000,Diesel,Individual,Automatic,First Owner,7,0,13.68,2393
80000,26320,Petrol,Individual,Manual,First Owner,4,21,16.1,796
320000,135000,Diesel,Individual,Manual,Used,5,10,23.0,1396
375000,100000,Petrol,Individual,Manual,Used,5,12,13.5,1799
400000,120000,Petrol,Individual,Manual,First Owner,5,3,15.37,1196
600000,230000,Diesel,Individual,Manual,First Owner,7,9,14.0,2498
315000,60000,Petrol,Individual,Manual,Used,5,4,23.01,999
1100000,80000,Diesel,Individual,Automatic,Used,5,8,16.07,1995
350000,190000,Diesel,Individual,Manual,Used,5,10,19.3,1248
375000,120000,Petrol,Individual,Manual,First Owner,5,4,15.37,1196
1050000,217000,Diesel,Individual,Manual,Used,8,7,12.99,2494
130000,90000,Diesel,Individual,Manual,Used,5,15,19.33,1248
350000,29000,Petrol,Individual,Manual,First Owner,5,5,23.1,998
170000,120000,LPG/CNG,Individual,Manual,Used,5,9,19.33,1248
120000,120000,Petrol,Individual,Manual,Used,5,10,18.9,1061
819999,90000,Diesel,Individual,Manual,First Owner,7,5,16.0,2179
700000,30000,Petrol,Individual,Manual,First Owner,5,2,18.6,1197
451999,30000,Petrol,Individual,Automatic,Used,5,2,23.1,998
500000,56000,Petrol,Individual,Manual,Used,5,4,18.9,1197
1250000,90000,Diesel,Individual,Manual,First Owner,8,5,12.99,2494
500000,120000,Diesel,Individual,Manual,First Owner,7,5,18.49,1493
490000,60000,Diesel,Individual,Manual,First Owner,5,5,25.2,1248
200000,147000,Diesel,Individual,Manual,Used,5,12,19.3,1248
240000,35000,Petrol,Individual,Manual,First Owner,5,8,18.9,998
655000,19500,Petrol,Individual,Manual,First Owner,5,2,18.6,1197
620000,38426,Petrol,Individual,Manual,First Owner,5,2,17.19,1197
450000,35000,Petrol,Individual,Manual,Used,5,5,20.4,1197
310000,35000,Petrol,Individual,Manual,Used,5,6,20.51,998
150000,50000,Petrol,Individual,Manual,Used,5,13,19.7,796
180000,120000,Diesel,Individual,Manual,First Owner,5,8,25.44,936
150000,120000,Diesel,Individual,Manual,First Owner,5,9,19.4,1405
160000,112000,Diesel,Individual,Manual,Used,5,9,20.0,1399
600000,70000,Diesel,Individual,Manual,Used,8,7,14.0,2523
380000,145000,Diesel,Individual,Manual,First Owner,5,8,20.5,1598
120000,135000,Diesel,Individual,Manual,First Owner,5,13,17.0,1405
350000,500000,Diesel,Individual,Manual,Used,7,9,12.99,2494
135000,146000,Diesel,Individual,Manual,First Owner,5,8,19.61,1405
610000,10000,Petrol,Individual,Manual,First Owner,5,2,18.9,1197
260000,50000,Diesel,Individual,Manual,First Owner,5,0,20.14,1498
500000,25000,Petrol,Individual,Manual,First Owner,5,3,20.14,1197
220000,20000,Petrol,Individual,Manual,First Owner,5,4,23.01,999
121000,70000,Petrol,Individual,Manual,Used,5,14,13.5,1799
350000,50000,Diesel,Individual,Manual,First Owner,5,3,25.0,1396
2200000,25000,Diesel,Individual,Automatic,Used,5,2,15.17,1968
280000,100000,Diesel,Individual,Manual,Used,5,9,23.0,1396
919999,20000,Petrol,Individual,Manual,First Owner,5,0,17.0,1198
320000,155000,Diesel,Individual,Manual,First Owner,5,9,23.0,1396
140000,70000,Diesel,Individual,Manual,Used,5,8,20.0,1399
310000,25000,Diesel,Individual,Manual,Used,5,8,21.5,1248
65000,120000,Petrol,Individual,Manual,Used,4,14,16.1,796
300000,90000,Diesel,Individual,Manual,First Owner,7,7,18.2,1248
2711000,9000,Diesel,Dealer,Automatic,First Owner,5,3,13.6,1999
5150000,20000,Petrol,Dealer,Automatic,First Owner,5,1,22.37,2487
3200000,45000,Diesel,Dealer,Automatic,First Owner,5,3,19.33,1999
503000,110000,Diesel,Individual,Manual,First Owner,7,5,14.1,2179
3800000,20000,Diesel,Individual,Automatic,First Owner,5,1,18.0,1969
2000000,68089,Petrol,Dealer,Automatic,First Owner,5,4,19.16,2494
225000,58343,Petrol,Dealer,Manual,First Owner,5,7,21.79,998
740000,38817,Diesel,Dealer,Manual,First Owner,5,2,27.39,1248
550000,56494,Petrol,Dealer,Manual,First Owner,5,4,18.2,1199
750000,79328,Diesel,Dealer,Manual,Used,7,7,12.99,2494
650000,5621,Petrol,Dealer,Automatic,First Owner,5,1,22.0,1197
625000,25538,Petrol,Dealer,Manual,First Owner,5,3,16.78,1496
600000,69779,Petrol,Dealer,Automatic,First Owner,5,2,22.0,1197
450000,56290,Diesel,Dealer,Manual,First Owner,5,3,24.0,1186
5400000,7500,Diesel,Dealer,Automatic,First Owner,5,1,16.78,1995
5500000,8500,Diesel,Dealer,Automatic,First Owner,5,1,16.78,1995
779000,7032,Petrol,Dealer,Automatic,First Owner,5,1,19.0,1199
645000,11000,Petrol,Dealer,Automatic,First Owner,5,4,14.3,1598
2475000,2000,Diesel,Dealer,Automatic,First Owner,5,2,16.8,1984
575000,110000,Diesel,Individual,Manual,Used,7,9,15.1,2179
440000,110000,Diesel,Individual,Manual,Used,5,6,13.49,2179
380000,100000,Diesel,Individual,Manual,Used,5,8,22.9,1248
140000,116700,Petrol,Individual,Manual,Used,5,10,15.0,1368
475000,25000,Diesel,Individual,Manual,First Owner,5,5,22.95,1248
200000,200000,Diesel,Individual,Manual,Used,8,9,13.0,2489
400000,176062,Diesel,Individual,Manual,First Owner,5,10,17.8,1248
425000,250000,Diesel,Individual,Manual,Used,8,12,12.8,2494
68000,70000,Petrol,Individual,Manual,Used,5,17,19.33,1248
509999,82000,Diesel,Individual,Manual,First Owner,5,5,25.8,1498
275000,80000,Petrol,Individual,Manual,First Owner,5,10,19.81,1086
650000,40000,Diesel,Individual,Manual,Used,7,3,18.2,1248
1850000,14000,Diesel,Individual,Manual,First Owner,5,1,17.1,1956
650000,129000,Diesel,Individual,Manual,First Owner,5,6,19.72,1461
360000,60000,Diesel,Individual,Manual,Used,5,4,20.5,1248
650000,82000,Diesel,Individual,Automatic,First Owner,5,2,21.73,1498
2000000,77500,Diesel,Individual,Automatic,Used,5,7,12.7,2179
675000,50000,Diesel,Individual,Manual,Used,7,3,18.2,1248
50000,40000,Petrol,Individual,Manual,Used,4,14,16.1,796
445000,39500,Petrol,Individual,Manual,First Owner,5,3,20.52,1197
750000,40000,Diesel,Individual,Manual,First Owner,5,2,22.54,1396
425000,56000,Diesel,Individual,Manual,Used,5,8,22.9,1248
57000,110000,Diesel,Individual,Manual,Used,5,23,19.33,1248
850000,54000,Diesel,Individual,Manual,First Owner,5,3,22.54,1396
400000,20000,Petrol,Individual,Manual,Used,5,4,20.51,998
200000,55896,Diesel,Individual,Manual,Used,5,6,25.0,1396
550000,35000,Diesel,Individual,Manual,First Owner,5,4,25.8,1498
250000,97000,Petrol,Individual,Manual,Used,5,8,19.4,1198
206000,120000,Petrol,Individual,Manual,Used,5,6,22.74,796
290000,50000,Petrol,Individual,Manual,First Owner,5,6,21.1,814
45000,30400,Petrol,Individual,Manual,Used,4,10,26.0,624
1200000,15000,Diesel,Individual,Manual,First Owner,5,1,20.0,1497
220000,110000,Diesel,Individual,Manual,Used,5,8,21.64,1461
515000,120000,Diesel,Individual,Automatic,Used,5,12,14.84,2143
170000,100000,Petrol,Individual,Manual,First Owner,5,10,19.7,796
260000,120000,Diesel,Individual,Manual,Used,5,10,17.8,1248
315000,130000,Diesel,Individual,Manual,Used,5,8,20.54,1598
225000,76000,Petrol,Individual,Manual,Used,5,9,20.92,998
420000,110000,Diesel,Individual,Manual,Used,5,8,19.33,1968
525000,96000,Diesel,Individual,Manual,First Owner,8,9,12.05,2179
670000,90000,Diesel,Individual,Automatic,First Owner,5,2,28.4,1248
220000,110000,Diesel,Individual,Manual,Used,5,8,21.64,1461
250000,25000,Diesel,Individual,Manual,First Owner,5,7,20.0,1399
229999,90000,Diesel,Individual,Manual,Used,5,11,19.3,1248
229999,164000,Diesel,Individual,Manual,Used,5,11,19.3,1248
300000,120000,Petrol,Individual,Manual,Used,5,7,18.0,1198
165000,66000,Petrol,Individual,Manual,Used,5,10,19.0,998
295000,250000,Diesel,Individual,Manual,First Owner,7,10,13.93,2179
360000,157000,Diesel,Individual,Manual,Used,5,9,22.32,1582
380000,157000,Diesel,Individual,Manual,Used,5,9,22.32,1582
300000,35000,Petrol,Individual,Manual,First Owner,5,3,23.01,999
320000,100000,Diesel,Individual,Manual,Used,9,12,12.7,2609
325000,70000,Petrol,Individual,Manual,Used,7,4,19.44,1198
160000,30000,Diesel,Individual,Manual,Used,5,10,21.12,1248
630000,40000,Diesel,Individual,Manual,First Owner,7,2,16.5,1493
600000,5000,Petrol,Individual,Manual,First Owner,5,0,21.21,1197
229999,30000,Petrol,Individual,Manual,Used,5,6,22.74,796
440000,70000,Diesel,Individual,Manual,Used,5,6,22.9,1248
90000,60000,Petrol,Individual,Manual,Used,5,13,18.0,995
750000,60000,Diesel,Individual,Manual,First Owner,5,3,28.09,1248
330000,80000,Petrol,Individual,Manual,Used,5,8,16.8,1497
715000,70000,Diesel,Individual,Manual,Used,5,4,28.09,1248
250000,150000,Diesel,Individual,Manual,Used,5,7,20.86,1199
120000,150000,Petrol,Individual,Manual,Used,5,13,18.2,1061
100000,25000,Petrol,Individual,Manual,Used,5,16,14.2,1597
850000,35000,Diesel,Individual,Automatic,Used,5,3,21.72,1498
450000,48000,Diesel,Individual,Manual,First Owner,5,2,25.4,1186
240000,200000,Diesel,Individual,Manual,First Owner,5,8,22.07,1199
30000,90000,Petrol,Individual,Manual,Used,5,20,19.33,1248
600000,135000,Diesel,Individual,Manual,First Owner,5,5,26.59,1248
280000,110000,Diesel,Individual,Manual,Used,7,4,18.2,1248
465000,146000,Diesel,Individual,Manual,Used,5,8,22.32,1582
350000,44000,Petrol,Individual,Manual,First Owner,5,2,24.7,796
325000,70000,Petrol,Individual,Manual,First Owner,5,7,20.36,1197
50000,271000,Diesel,Individual,Manual,First Owner,5,16,16.8,1405
110000,120000,Petrol,Individual,Manual,Used,5,14,19.7,796
220000,80000,Diesel,Individual,Manual,First Owner,5,7,23.03,1396
515000,60000,Diesel,Individual,Manual,First Owner,7,5,15.96,2523
750000,40000,Petrol,Individual,Manual,First Owner,5,2,20.73,1373
350000,25000,Petrol,Individual,Manual,First Owner,5,2,21.1,814
488999,15000,Petrol,Individual,Manual,First Owner,5,1,18.9,1197
300000,27000,Petrol,Individual,Manual,First Owner,5,3,24.7,796
650000,35000,Diesel,Individual,Manual,Used,5,3,27.39,1248
250000,40000,Petrol,Individual,Manual,First Owner,5,6,19.0,998
200000,40000,Petrol,Individual,Manual,Used,5,6,22.74,796
950000,75262,Diesel,Individual,Manual,First Owner,7,5,15.4,2179
200000,120000,Diesel,Individual,Manual,First Owner,5,8,23.03,1396
276000,60000,Petrol,Individual,Manual,First Owner,5,4,20.3,998
250000,40000,Petrol,Individual,Manual,First Owner,5,6,21.1,814
95000,80000,Petrol,Individual,Manual,Used,5,12,19.7,796
200000,70000,Diesel,Individual,Manual,Used,5,9,23.57,1396
450000,100000,Diesel,Individual,Manual,Used,5,8,22.32,1582
900000,18000,Diesel,Individual,Manual,First Owner,7,7,15.1,2179
200000,175000,Diesel,Individual,Manual,First Owner,5,10,19.09,1396
200000,70000,Petrol,Individual,Manual,Used,5,10,20.36,1197
370000,91863,Diesel,Individual,Manual,Used,7,9,15.96,2523
250000,100000,Petrol,Individual,Manual,First Owner,5,12,15.2,1193
290000,10000,Petrol,Individual,Manual,First Owner,5,4,25.17,799
900000,35000,Diesel,Individual,Manual,First Owner,7,2,24.52,1248
325000,120000,Diesel,Individual,Manual,Used,5,7,20.0,1399
425000,30000,Petrol,Individual,Manual,First Owner,5,4,18.9,1197
315000,60000,Petrol,Individual,Manual,First Owner,5,4,25.17,799
300000,70000,Petrol,Individual,Manual,First Owner,5,6,23.95,998
325000,70000,Petrol,Individual,Manual,Used,5,7,20.36,1197
900000,130000,Diesel,Individual,Manual,First Owner,5,4,21.38,1396
950000,133000,Diesel,Individual,Manual,First Owner,5,4,21.38,1396
320000,120000,Diesel,Individual,Manual,Used,5,10,20.54,1598
500000,20000,Petrol,Individual,Manual,First Owner,5,1,19.44,999
290000,25000,Petrol,Individual,Manual,First Owner,5,8,15.6,1196
60000,90000,Petrol,Individual,Manual,First Owner,4,8,25.4,624
120000,140000,Petrol,Individual,Manual,Used,5,11,19.0,998
850000,103000,Diesel,Dealer,Manual,First Owner,5,3,25.6,1498
1750000,23000,Diesel,Dealer,Manual,First Owner,7,3,13.68,2393
600000,128000,Diesel,Dealer,Manual,First Owner,5,5,26.0,1498
620000,33000,Diesel,Individual,Manual,First Owner,5,5,20.14,1498
150000,70000,Petrol,Individual,Manual,Used,5,11,19.7,796
150000,40000,Petrol,Individual,Manual,Used,5,9,0.0,1086
135000,40000,Petrol,Individual,Manual,Used,5,12,12.85,1396
200000,80000,Diesel,Individual,Manual,First Owner,5,9,17.0,1405
730000,70000,Diesel,Individual,Manual,First Owner,5,5,26.21,1248
800000,100000,Diesel,Individual,Manual,First Owner,8,7,12.99,2494
300000,90000,Diesel,Individual,Manual,Used,8,11,14.0,2498
190000,112000,Diesel,Individual,Manual,Used,5,8,20.0,1399
350000,50000,Petrol,Individual,Manual,First Owner,5,9,15.5,1799
509999,62000,Diesel,Individual,Manual,Used,5,5,24.4,1120
400000,90000,Diesel,Individual,Manual,First Owner,7,8,20.77,1248
